,StationFront,Year,Tmean,Smean,Lmean,Tmin,Smin,Lmin,Tmax,Smax,Lmax,Tsd,Ssd,Lsd,Counts,SpecCode,Cover,Latitude,Longitude
21211,CRMS0604,2009,24.77809227,4.870043829,0.134890427,11.8,1.45,-0.73,34.64,7.94,1.23,5.600135973,2.027140894,0.510597956,4335,Aaustralis,0.005,29.75912,-92.76056
21238,CRMS0604,2011,25.31745962,5.074808491,-0.292076604,5.36,1.23,-1.44,36.04,14.93,0.57,6.795261061,3.931041483,0.455020234,4334,Aaustralis,0.001,29.75912,-92.76056
21263,CRMS0604,2014,22.39412523,1.989944751,0.532117864,9.64,0.88,-0.365,30.43,6.2,1.405,6.309837501,1.033936831,0.37183501,4344,Aaustralis,0.003,29.75912,-92.76056
21442,CRMS0605,2017,22.4500921,0.523748561,0.583955561,13.3,0.17,-0.162,27.46,1.04,1.301,3.850606339,0.115025455,0.434118764,4343,Aaustralis,0.001,29.86074,-92.91682
21466,CRMS0608,2010,28.78466487,2.582324015,-0.335904345,16.22,1.78,-1.21,37.92,4.92,0.41,4.27501129,0.448675936,0.376307244,2969,Aaustralis,0.014,29.67203,-92.6668
21482,CRMS0608,2012,25.15081347,1.269603575,0.468224106,8.88,0.55,-0.41,35.64,2.38,1.24,5.660997026,0.426258182,0.474710314,4364,Aaustralis,0.014,29.67203,-92.6668
21499,CRMS0608,2013,23.41094613,1.363052486,0.340218692,9.27,0.25,-0.18,33.45,6.93,1.24,5.702412471,1.893468975,0.299437377,4344,Aaustralis,0.077,29.67203,-92.6668
21518,CRMS0608,2014,23.48858656,2.240603131,0.163156538,5.41,0.69,-0.617,34.27,4.81,0.873,6.814399781,0.828405811,0.343225243,4344,Aaustralis,0.002,29.67203,-92.6668
21524,CRMS0608,2015,24.25164365,0.926535451,0.482380064,8.32,0.25,-0.186,35.17,1.58,1.329,6.377993528,0.358823633,0.424451967,4344,Aaustralis,0.013,29.67203,-92.6668
21592,CRMS0609,2015,24.19677835,7.314458763,-0.049592784,-1.1,0.2,-0.81,38.1,26.6,1.14,6.906854401,7.142235536,0.398832195,3880,Aaustralis,0.025,29.63574,-92.6043
21600,CRMS0609,2016,24.99919725,6.627729358,0.283155963,4.3,0.3,-0.6,37.4,26.7,1.69,5.812508507,6.365730354,0.465431239,4360,Aaustralis,0.005,29.63574,-92.6043
21614,CRMS0614,2007,29.64103659,17.45859756,-0.167682927,24.59,13.88,-0.34,37.84,19.85,0,3.114597185,1.532294535,0.07625339,492,Aaustralis,0.001,29.73736,-92.88556
21669,CRMS0615,2006,29.12754902,19.17132353,-0.18997549,24.35,7.06,-0.49,35.04,24.68,0.4,2.360964046,5.312570389,0.255112346,408,Aaustralis,0.003,29.67929,-92.82306
21682,CRMS0615,2007,23.80345329,12.88788927,-0.009324106,3.64,5.62,-0.51,35.84,21.35,0.61,6.612889617,3.492286827,0.240211662,4335,Aaustralis,0.008,29.67929,-92.82306
21752,CRMS0616,2006,30.06951717,7.188637339,-0.32611588,24.31,4.44,-0.74,39.15,10.02,0.23,3.209985207,1.246844856,0.219637773,932,Aaustralis,0.001,29.73009,-92.26054
21780,CRMS0616,2009,22.03501008,5.197369907,-0.027781363,6.73,2.9,-0.51,37.5,7.03,1.25,6.093890813,1.030064537,0.356003281,2479,Aaustralis,0.016,29.73009,-92.26054
21795,CRMS0616,2010,24.08029993,4.235471836,0.16709583,3.14,0.82,-0.51,38.55,10.18,1.76,7.577151906,2.409966562,0.432939164,4101,Aaustralis,0.02,29.73009,-92.26054
21806,CRMS0616,2011,24.66835986,4.687767013,-0.086641292,1.23,1.9,-0.95,37.25,7.47,1.73,6.71453013,1.274475777,0.46947803,4335,Aaustralis,0.028,29.73009,-92.26054
21817,CRMS0616,2012,25.18864606,3.042195064,0.272681524,7.96,1.11,-0.5,36.7,8.41,2.13,5.445858535,1.859554742,0.367592937,4173,Aaustralis,0.004,29.73009,-92.26054
21829,CRMS0616,2013,23.3202556,1.926037001,0.189605648,8.71,0.51,-0.51,36.36,4.2,1.21,5.835822029,0.894946106,0.350615154,4108,Aaustralis,0.004,29.73009,-92.26054
21839,CRMS0616,2014,24.17658704,3.171402795,0.10435324,4.01,0.8,-0.48,35.89,8.42,1.13,6.401420392,1.699559399,0.332517828,3935,Aaustralis,0.013,29.73009,-92.26054
21852,CRMS0616,2015,25.01660358,0.894127234,0.204271819,6.07,0.35,-0.48,35.48,2.33,1.76,5.852778743,0.340267177,0.435815894,3804,Aaustralis,0.004,29.73009,-92.26054
21890,CRMS0618,2006,30.48389724,7.170952381,-0.419586466,23.81,3.54,-0.77,39.59,9.82,0.12,3.015190562,1.629074171,0.203257547,798,Aaustralis,0.0185,29.73735,-92.26054
21901,CRMS0618,2007,24.3951817,2.277316285,-0.059160162,-2.77,0.72,-0.82,38.86,4.25,2.14,6.163934587,0.764698994,0.492823943,3715,Aaustralis,0.00025,29.73735,-92.26054
21936,CRMS0618,2009,25.4123173,4.514174252,-0.213352406,4.18,2.05,-1.34,38.24,8.87,1.09,5.542263356,1.118736292,0.440739224,3845,Aaustralis,0.043,29.73735,-92.26054
21959,CRMS0618,2012,24.71988495,2.865982513,-0.00468937,5.4,0.68,-1.39,34.59,8.75,2.06,5.357223835,1.704681407,0.481320114,4346,Aaustralis,0.005,29.73735,-92.26054
21977,CRMS0618,2013,23.06000231,1.814993078,-0.032427319,8.28,0.22,-1.37,35.79,5.32,1.12,6.184993596,1.002508825,0.44278071,4334,Aaustralis,0.001,29.73735,-92.26054
21988,CRMS0618,2014,22.85516736,2.978509995,-0.306435146,3.35,0.54,-1.522,35.09,10.17,0.878,6.7622276,1.917391964,0.436941606,4302,Aaustralis,0.005,29.73735,-92.26054
22018,CRMS0618,2017,24.81898035,2.368439306,0.092776647,10.16,0.23,-1.505,36.79,9.66,2.549,4.750313345,1.683954599,0.513364421,4325,Aaustralis,0.002,29.73735,-92.26054
22108,CRMS0623,2014,22.80718232,4.507628913,-0.215008748,2.36,3.19,-0.817,37.48,6.68,0.473,7.226658802,0.864168125,0.222949621,4344,Aaustralis,0.004,29.63573,-92.51055
22132,CRMS0624,2007,19.73106311,2.15347734,0.19755612,4.16,0.78,-0.24,33.12,4.19,1.28,6.010112588,0.972746973,0.352518901,2361,Aaustralis,0.0115,29.86074,-92.88556
22170,CRMS0624,2009,23.73823072,4.552594937,0.142036824,5.12,0.67,-0.66,40.16,8.44,1.4,6.419979516,2.419627261,0.529291689,3476,Aaustralis,0.002,29.86074,-92.88556
22231,CRMS0624,2016,22.74754121,0.608175366,0.640306777,12.33,0.19,-0.063,27.79,1.26,1.88,3.944770615,0.331256933,0.504024236,4368,Aaustralis,0.015,29.86074,-92.88556
22257,CRMS0626,2009,24.01673275,8.201823949,-0.152607454,21,6.9,-0.838,27.3,9,0.452,1.484132192,0.498462561,0.270329209,1261,Aaustralis,0.002,29.6938,-92.6043
22261,CRMS0626,2010,21.68091414,4.063712168,-0.003531192,9,0.4,-0.838,32.7,6.3,0.632,8.447394512,2.174391508,0.404385229,3238,Aaustralis,0.0055,29.6938,-92.6043
22283,CRMS0626,2012,24.0633318,1.310502178,0.720746159,7.4,0.8,-0.118,33,2.2,1.492,5.228282492,0.264542187,0.470716154,4361,Aaustralis,0.004,29.6938,-92.6043
22342,CRMS0630,2007,23.59136374,6.029450681,-0.024681156,3.63,2.96,-0.64,34.62,12.53,1.11,6.312332856,2.36608921,0.398451089,4187,Aaustralis,0.0025,29.78626,-92.79182
22348,CRMS0630,2008,24.3873723,3.438291756,0.011339986,9.36,1.83,-0.76,34.62,5.44,1.02,5.752167106,1.034074826,0.384578816,4209,Aaustralis,0.026,29.78626,-92.79182
22363,CRMS0630,2009,24.50058729,9.559288346,0.631593736,10.44,5.83,0.09,34.15,11.97,1.12,5.747580359,1.470810979,0.23588432,4342,Aaustralis,0.002,29.78626,-92.79182
22366,CRMS0630,2010,13.6361049,3.459398108,0.583757524,6.18,3.1,0.43,21.45,4.38,0.85,3.458278383,0.2773187,0.090855939,1163,Aaustralis,0.023,29.78626,-92.79182
22374,CRMS0630,2011,24.40634833,10.17112111,-0.431760092,2.01,1.87,-1.69,35.21,21.69,1.15,6.375476418,6.987109622,0.448135879,4335,Aaustralis,0.01,29.78626,-92.79182
22394,CRMS0630,2013,23.14983165,2.254896184,-0.108709315,11.85,0.39,-1.46,34.12,13.62,1.04,6.076149785,3.382283325,0.45160762,3564,Aaustralis,0.021,29.78626,-92.79182
22408,CRMS0630,2014,22.98830869,6.753084566,-0.221668207,3.11,1.63,-1.62,34.59,23.58,1.26,6.969759756,6.231221773,0.449918349,4328,Aaustralis,0.079,29.78626,-92.79182
22426,CRMS0630,2015,24.17870648,1.43135347,-0.118540466,6.82,0.48,-1.63,34.95,2.62,1.35,6.758038726,0.658518996,0.515073943,4337,Aaustralis,0.048,29.78626,-92.79182
22436,CRMS0630,2016,24.97398763,1.988353184,0.231938846,10.76,0.67,-1.526,34.66,7.15,1.726,5.42130837,1.156344366,0.594441388,4366,Aaustralis,0.002,29.78626,-92.79182
22442,CRMS0630,2017,25.22251669,2.187289892,0.156634815,14.3,0.64,-1.612,33.94,12.42,2.382,4.575358987,1.974298061,0.531048335,4343,Aaustralis,0.013,29.78626,-92.79182
22459,CRMS0632,2009,23.21118706,14.3116538,0.114682102,3.18,5.8,-0.36,38.44,25.36,0.73,6.171695295,3.276637431,0.235086459,2721,Aaustralis,0.003,29.57041,-92.38555
22470,CRMS0632,2010,19.69118383,3.878186744,0.245114631,5.25,1.2,-0.36,39.49,10.79,0.68,8.209778584,2.149238554,0.264782586,2399,Aaustralis,0.07,29.57041,-92.38555
22497,CRMS0632,2015,24.54025092,2.380741252,0.180450506,1.72,0.49,-0.366,37.29,5.85,0.926,6.818890787,1.310001416,0.261779726,4344,Aaustralis,0.006,29.57041,-92.38555
22552,CRMS0633,2014,23.58189917,4.143683241,-0.10254512,4.2,1.54,-1.024,34.88,8.77,0.976,6.890882055,1.560187726,0.38951649,4344,Aaustralis,0.003,29.56315,-92.32304
22560,CRMS0633,2015,24.89298112,2.400996777,-0.099270258,5.78,0.43,-1.142,37.88,7.04,0.966,6.719302449,1.115178822,0.44004439,4344,Aaustralis,0.004,29.56315,-92.32304
22577,CRMS0633,2017,25.28162063,3.343133057,0.16947767,11.95,0.38,-0.934,35.79,16.11,1.801,4.507932288,2.397134949,0.428129663,4344,Aaustralis,0.001,29.56315,-92.32304
22585,CRMS0635,2011,29.31816225,17.2377649,-0.106556291,14.44,11.18,-0.71,40.42,28.19,0.29,5.215789025,4.76006175,0.208037649,604,Aaustralis,0.073,29.91881,-93.47932
22589,CRMS0635,2012,23.98757228,3.947589008,0.419101553,9.25,0.87,-0.29,36.4,7.46,0.99,4.346846996,1.725812551,0.271441527,4185,Aaustralis,0.018,29.91881,-93.47932
22618,CRMS0635,2013,20.90246994,3.169891304,0.204912118,6.97,1.75,-0.6,36.33,6.5,0.68,6.032120999,1.132996111,0.294023382,4324,Aaustralis,0.011,29.91881,-93.47932
22620,CRMS0635,2014,20.17224766,3.388450935,0.028593458,7.27,1.29,-0.772,31.19,5.6,0.538,6.887469969,1.037086927,0.287321357,4280,Aaustralis,0.12,29.91881,-93.47932
22639,CRMS0635,2015,21.49992403,2.771047422,0.341351519,7.74,0.66,-0.288,31.01,8.74,0.827,6.143629729,1.848169037,0.237752752,4344,Aaustralis,0.032,29.91881,-93.47932
22662,CRMS0635,2017,23.55495445,2.711360564,0.216437261,10.05,1.08,-0.206,37.9,6.27,1.059,5.153966745,1.129791306,0.262115565,3403,Aaustralis,0.013,29.91881,-93.47932
22674,CRMS0638,2011,23.96807257,20.49590009,-0.501241753,-0.6,7.8,-0.895,37.9,29.1,0.085,7.221380056,5.884528917,0.192461238,4244,Aaustralis,0.0055,29.868,-93.51057
22685,CRMS0638,2014,22.9337212,8.042926267,-0.116617512,3.1,1.25,-0.793,37.09,17.29,0.617,7.474846856,3.792474816,0.279480309,4340,Aaustralis,0.023,29.868,-93.51057
22693,CRMS0638,2015,23.99032466,2.509606263,0.212452222,3.2,0.63,-0.411,38.78,9.93,1.013,7.036258471,1.237740474,0.373161028,4343,Aaustralis,0.002,29.868,-93.51057
22703,CRMS0638,2016,24.40521978,3.404283425,0.66015957,7.28,0.99,-0.616,36.76,13.55,1.638,5.766860895,2.449926342,0.472206738,4368,Aaustralis,0.014,29.868,-93.51057
22735,CRMS0641,2007,23.6810348,7.456367827,-0.012784052,4.15,2.13,-0.67,36.55,17.19,0.72,6.465782162,4.069814564,0.264221661,4339,Aaustralis,0.00025,29.89703,-93.51057
22758,CRMS0641,2008,24.38995644,8.624367263,-0.104468134,7.97,2.45,-0.56,36.35,15.06,0.43,6.078237174,3.988316102,0.196630068,4362,Aaustralis,0.013,29.89703,-93.51057
22763,CRMS0641,2009,24.09614084,10.41381515,-0.208942321,7.62,6.74,-0.96,38.9,14.9,0.93,6.226187987,1.889268439,0.298761602,4317,Aaustralis,0.026,29.89703,-93.51057
22774,CRMS0641,2010,23.42534626,12.65944137,-0.287764543,4.9,2.7,-1.038,39.1,26.5,0.422,7.995686279,7.975117212,0.325088113,4332,Aaustralis,0.00025,29.89703,-93.51057
22791,CRMS0641,2013,23.32108701,5.795282714,-0.175405031,7.74,3.54,-0.76,36.95,9.45,0.43,6.335244789,1.327878203,0.23270183,4333,Aaustralis,0.005,29.89703,-93.51057
22800,CRMS0641,2015,23.90600737,2.721107529,0.054015427,5.58,1.79,-0.542,39.01,4.11,0.769,6.952616631,0.514098956,0.362389296,4343,Aaustralis,0.003,29.89703,-93.51057
22807,CRMS0641,2016,24.50828028,2.700579345,0.484990611,7.68,1.17,-0.582,37.2,6.81,1.456,5.740886625,1.188563077,0.476959151,4367,Aaustralis,0.004,29.89703,-93.51057
22817,CRMS0641,2017,24.74903545,5.359910221,0.153768877,10.21,1.71,-0.575,36.73,10.95,0.932,4.822262429,2.473892557,0.344517182,4344,Aaustralis,0.001,29.89703,-93.51057
22837,CRMS0644,2014,22.77652798,16.97835007,-0.04029077,3.18,7.89,-0.523,36.75,28.77,0.567,7.570803828,5.810838301,0.222327066,4182,Aaustralis,0.005,29.83171,-93.29182
22853,CRMS0645,2008,24.54576932,9.958821371,-0.222999312,8.24,1.5,-0.69,35,18.15,0.28,5.841110368,4.491161323,0.175424367,4361,Aaustralis,0.002,29.84623,-93.19807
22854,CRMS0645,2009,24.8495928,12.20159557,-0.365584488,8.14,3.84,-0.97,36.56,21.33,0.52,6.501649638,4.495336613,0.320818267,3610,Aaustralis,0.03325,29.84623,-93.19807
22862,CRMS0645,2010,23.48735958,12.96637431,-0.352023481,4.9,0.81,-1.13,36.56,23.93,0.36,7.924140835,8.075674517,0.350193234,4344,Aaustralis,0.00025,29.84623,-93.19807
22882,CRMS0645,2013,22.59802353,5.509678431,0.023670588,9.84,1.01,-0.62,35.25,20.13,0.53,6.186682021,3.450245993,0.236783529,3825,Aaustralis,0.004,29.84623,-93.19807
22887,CRMS0645,2014,22.98739622,13.57083948,-0.133825646,2.93,4.22,-0.648,35.39,22.51,0.512,7.258262817,4.983720685,0.236424366,4336,Aaustralis,0.001,29.84623,-93.19807
22897,CRMS0645,2015,24.10637578,2.581416072,0.280651163,5.49,0.62,-0.325,35.61,10.34,1.169,6.917611496,1.488777595,0.369698236,4343,Aaustralis,0.005,29.84623,-93.19807
22922,CRMS0647,2014,22.17976921,1.199734429,-0.05167847,4.57,0.65,-0.723,37.89,2.84,0.607,6.95982546,0.409418131,0.334405964,3163,Aaustralis,0.005,29.84623,-93.47932
22973,CRMS0650,2014,24.39429887,4.139470412,-0.093847801,7.38,1.23,-0.657,36.23,7.47,0.503,7.204778115,1.235199917,0.229653548,4343,Aaustralis,0.054,29.91881,-93.13557
23035,CRMS0651,2012,25.09694884,8.274145446,0.471703831,5.2,4.7,-0.18,38,17.2,1.22,5.909355636,2.303323625,0.279882976,4359,Aaustralis,0.012,29.96236,-93.51057
23041,CRMS0651,2013,23.76876441,5.379598893,0.138386353,10.9,1.7,-0.43,36.5,10,0.63,6.245326176,1.745270265,0.236961447,4338,Aaustralis,0.002,29.96236,-93.51057
23058,CRMS0651,2014,21.74382368,4.109533573,-0.187119426,3.5,2.1,-0.76,37.1,7.6,0.5,6.694662391,0.840518594,0.240616157,3902,Aaustralis,0.03,29.96236,-93.51057
23081,CRMS0651,2016,24.81779876,1.543034769,0.511568041,7.9,0.5,-0.31,36.1,4.5,1.52,5.750913134,0.671545582,0.464415756,4343,Aaustralis,0.026,29.96236,-93.51057
23092,CRMS0651,2017,18.94906166,2.452815013,-0.127962466,10.7,1.2,-0.48,28,5.3,0.3,3.15298883,1.221610946,0.163133873,1119,Aaustralis,0.001,29.96236,-93.51057
23098,CRMS0655,2008,26.70526297,14.42227421,-0.013235401,7.48,7.35,-0.46,34.81,19.62,0.34,5.646400948,3.419263295,0.14950079,2757,Aaustralis,0.003,29.79542,-93.41682
23107,CRMS0655,2010,22.52827321,15.28353846,-0.257814324,4.59,6.83,-1.41,36.22,26.84,0.87,7.983164164,6.315899414,0.368841701,3770,Aaustralis,0.005,29.79542,-93.41682
23133,CRMS0658,2008,24.6776501,1.063923395,-0.005020704,6.01,-0.07,-1.32,34.92,6.22,1.6,5.230967614,0.923811523,0.44456717,3864,Aaustralis,0.026,30.05671,-93.60432
23167,CRMS0658,2009,24.36636497,4.06352525,-0.152532325,7.22,0.24,-1.38,37.47,15.67,1.25,5.893109041,3.440983484,0.495977847,4099,Aaustralis,0.00825,30.05671,-93.60432
23168,CRMS0658,2010,22.54949382,3.209267553,-0.107557733,4.27,0,-1.38,32.65,14.83,1.39,7.1488742,2.927669323,0.519734607,4287,Aaustralis,0.004,30.05671,-93.60432
23207,CRMS0658,2013,23.60673908,4.999074933,-0.077647059,8.97,0.01,-1.07,38.07,11.63,1.11,5.916053298,2.082794542,0.445749653,4097,Aaustralis,0.004,30.05671,-93.60432
23215,CRMS0658,2014,23.29364266,3.127822321,-0.035680525,1.79,0.43,-0.955,37.62,16.11,1.195,6.434648463,2.466949736,0.436433971,4041,Aaustralis,0.002,30.05671,-93.60432
23239,CRMS0658,2016,24.2466738,0.658346419,0.709120628,6.75,0.04,-0.954,35.64,9.51,3.747,5.401103385,1.123242761,0.792386736,4203,Aaustralis,0.002,30.05671,-93.60432
23255,CRMS0658,2017,24.42718241,2.495204746,0.255654723,10.82,0.37,-0.963,34.68,8.82,1.943,4.336141151,1.282346678,0.507479794,4298,Aaustralis,0.003,30.05671,-93.60432
23283,CRMS0660,2008,24.13927024,1.828516949,-0.089352637,6.75,0.63,-0.79,38.32,3.12,0.37,6.167299241,0.421239008,0.235350897,4248,Aaustralis,0.002,29.91881,-93.66682
23333,CRMS0660,2013,23.75443012,4.742583468,-0.27732443,7.11,2.85,-1.14,37.25,7.66,0.61,6.657040917,1.148150397,0.311977213,4343,Aaustralis,0.007,29.91881,-93.66682
23347,CRMS0660,2014,23.12759853,4.774413459,-0.478156949,3.03,2.34,-1.157,37.87,7.52,0.303,7.245872633,0.941066705,0.308522181,4339,Aaustralis,0.001,29.91881,-93.66682
23380,CRMS0660,2016,24.07348901,1.297085623,0.132731914,8.76,0.45,-0.962,35.09,2.73,1.396,5.552829472,0.643679314,0.523356169,4368,Aaustralis,0.02,29.91881,-93.66682
23413,CRMS0661,2009,23.43055804,9.872003348,-0.070041853,7.73,5.63,-0.67,37.25,15.59,0.69,6.418906266,3.048075807,0.341428797,3584,Aaustralis,0.066,29.84623,-93.63557
23419,CRMS0661,2010,23.54291667,3.942539134,0.002064917,4.69,1.98,-0.88,37.41,7.15,0.93,7.966515261,1.266006692,0.355581326,4344,Aaustralis,0.001,29.84623,-93.63557
23440,CRMS0661,2012,25.50704486,4.960633753,0.330968431,7,2.72,-0.37,36.16,10.43,1.3,5.726665802,1.499354943,0.300539183,4213,Aaustralis,0.00325,29.84623,-93.63557
23445,CRMS0661,2013,23.79280617,4.589726059,0.050280847,8.93,2.6,-0.81,35.8,7.25,0.76,6.370810181,1.133936167,0.280913553,4344,Aaustralis,0.006,29.84623,-93.63557
23457,CRMS0661,2015,24.38216951,1.844359742,0.371897973,5.62,0.62,-0.382,36.24,3.24,1.186,6.969240004,0.61430936,0.376344515,4342,Aaustralis,0.001,29.84623,-93.63557
23490,CRMS0662,2009,29.32753059,3.038518357,-0.312836538,14.68,0.71,-0.93,38.5,5.56,0.77,3.56131563,0.801121066,0.337459639,2288,Aaustralis,0.044,30.03494,-93.69808
23513,CRMS0662,2011,26.16232474,12.40024661,-0.506719313,0.11,4.27,-1.51,38.28,20.65,0.74,6.339703399,3.909801171,0.403482607,3609,Aaustralis,0.035,30.03494,-93.69808
23532,CRMS0662,2012,25.56764423,3.582614469,-0.192445055,3.36,0.96,-1.26,38.11,7.88,1.45,6.066201267,1.40237823,0.375167434,4368,Aaustralis,0.005,30.03494,-93.69808
23548,CRMS0662,2013,24.18312441,4.209838028,-0.427349765,6.66,0.92,-1.48,36.94,7.76,0.74,6.426720508,1.399193206,0.385149663,4260,Aaustralis,0.008,30.03494,-93.69808
23555,CRMS0662,2014,23.46009991,3.667425651,-0.327986059,2.44,1.05,-1.313,37.71,8.33,0.807,7.306022924,1.344554996,0.394880967,4304,Aaustralis,0.001,30.03494,-93.69808
23580,CRMS0662,2015,24.35124884,1.096399167,-0.041073543,2.16,0.13,-1.333,38.2,5.48,1.677,7.079907129,0.932734611,0.523077349,4324,Aaustralis,0.003,30.03494,-93.69808
23585,CRMS0662,2016,24.69607143,0.425659341,0.432966117,6.99,0.04,-1.203,36.39,1.23,2.937,5.76804677,0.249493878,0.711029262,4368,Aaustralis,0.002,30.03494,-93.69808
23610,CRMS0662,2017,25.24523941,1.918844383,0.03339733,10.43,0.81,-0.873,35.45,4.21,1.297,4.767045738,0.537154517,0.409110253,4344,Aaustralis,0.002,30.03494,-93.69808
23619,CRMS0663,2010,23.49745125,2.447511606,-0.293066388,4.67,0.2,-1.25,37.81,5.59,0.99,7.857693023,1.518535653,0.400953876,4308,Aaustralis,0.001,30.01316,-93.69808
23623,CRMS0663,2011,25.5512912,12.72771274,-0.45508608,1.35,4.36,-1.27,36.73,19.51,0.77,5.503107585,3.840735327,0.34182407,4066,Aaustralis,0.027,30.01316,-93.69808
23640,CRMS0663,2013,23.91692509,4.913743163,-0.356014269,9.07,0.94,-1.27,36.2,8.92,0.63,6.207958248,1.484351637,0.355554003,4205,Aaustralis,0.008,30.01316,-93.69808
23696,CRMS0665,2009,26.43636579,9.709381339,0.16943881,13.56,5.21,-1.52,34.82,16.73,1.72,3.971139902,2.879529583,0.476498568,2958,Aaustralis,0.07,29.96236,-93.69807
23706,CRMS0665,2010,21.77238681,6.043548809,-0.018976708,5.52,1.2,-1.12,34.18,17.52,1.17,6.637742256,4.264443964,0.55946452,3821,Aaustralis,0.021,29.96236,-93.69807
23723,CRMS0665,2013,22.42400976,2.761380753,0.328774988,9.5,0.94,-0.09,34.15,6.83,0.91,5.624763965,1.122481971,0.202133381,4302,Aaustralis,0.002,29.96236,-93.69807
23731,CRMS0665,2015,23.07267919,1.804520993,0.419289724,6.03,1.17,-0.209,35.84,2.74,1.533,6.147926898,0.461871052,0.332862603,4311,Aaustralis,0.001,29.96236,-93.69807
23740,CRMS0665,2016,23.18961201,1.347034642,0.824388915,10.41,0.27,0.172,30.44,2.8,2.35,4.583648138,0.700275385,0.505542351,4330,Aaustralis,0.005,29.96236,-93.69807
23742,CRMS0665,2017,22.56553819,2.223618552,0.535012897,14.49,1.44,0.245,27.71,4.71,1.391,3.537155871,0.506475386,0.218819201,4032,Aaustralis,0.001,29.96236,-93.69807
23747,CRMS0669,2009,25.70669912,10.09965452,-0.083564698,5.79,4.88,-0.53,38.46,17.51,0.64,5.725038244,2.873311955,0.332647318,3184,Aaustralis,0.02,29.88251,-93.72932
23754,CRMS0669,2010,23.9851836,5.9584834,0.021038732,5.14,2.07,-0.64,38.83,9.9,1.41,7.991913405,2.091869589,0.340061337,3976,Aaustralis,0.003,29.88251,-93.72932
23764,CRMS0669,2012,25.11994504,6.045420197,0.188946645,4.99,2.98,-0.53,36.87,11.26,1.21,5.941308703,1.795323709,0.308761195,4367,Aaustralis,0.002,29.88251,-93.72932
23773,CRMS0669,2014,22.98385625,6.333393227,-0.163989173,3.43,2.18,-0.627,37.69,10.2,0.513,7.222806979,1.603064269,0.257999102,4341,Aaustralis,0.001,29.88251,-93.72932
23777,CRMS0669,2015,24.17570705,2.563012437,0.117364809,3.96,0.83,-0.541,38.35,4.17,1.075,7.084284276,1.02412489,0.407253664,4342,Aaustralis,0.026,29.88251,-93.72932
23806,CRMS0672,2010,30.86943526,18.7453168,0.362376033,24.47,15.24,-0.18,40.45,24.87,0.93,3.000488352,2.230756278,0.276788094,1452,Aaustralis,5.00E-04,29.83171,-93.41682
23863,CRMS0677,2014,22.59234576,5.377994936,-0.094630755,3.17,0.84,-0.654,35.52,13.95,0.626,7.132480011,2.819434341,0.26833737,4344,Aaustralis,0.005,29.85349,-93.54182
23872,CRMS0677,2015,22.63524556,3.056988702,0.258848282,9.92,1.52,-0.404,30.95,4.06,0.952,5.614102522,0.464076244,0.380496585,4337,Aaustralis,0.001,29.85349,-93.54182
23890,CRMS0682,2009,23.92231904,7.422378976,-0.461897188,8.74,1.56,-1.04,36.79,17.5,0.19,6.049320557,3.740284676,0.33551123,4338,Aaustralis,0.004,29.82445,-93.57307
23914,CRMS0682,2011,23.62588303,12.99991481,-0.901238775,6.49,5.44,-1.19,33.03,25.81,-0.13,6.108661526,5.532822848,0.217471301,4343,Aaustralis,5.00E-04,29.82445,-93.57307
23937,CRMS0682,2014,22.1354281,3.398294628,-0.230164204,4.11,0.47,-0.68,34.6,7.53,0.54,7.223538116,1.763031383,0.242983704,4263,Aaustralis,0.015,29.82445,-93.57307
23947,CRMS0682,2015,23.84770896,1.690598665,0.10143219,5.5,0.48,-0.5,36.09,3.61,0.74,6.87999401,0.767252458,0.367480714,4343,Aaustralis,0.013,29.82445,-93.57307
23983,CRMS0683,2007,26.69825796,2.902710218,0.080251256,7.85,1.6,-0.61,37.56,4.66,0.69,4.46478758,0.773429303,0.2465084,2985,Aaustralis,0.01025,29.88977,-93.66682
23991,CRMS0683,2008,20.33376478,2.045236407,-0.143546099,6.33,1.01,-0.69,35.51,2.93,0.56,6.629303098,0.514024258,0.258631392,1692,Aaustralis,0.015,29.88977,-93.66682
23999,CRMS0683,2009,27.31443529,8.202279437,0.13177137,11.44,4.25,-0.42,39.66,11.67,0.8,4.738377158,1.301253683,0.284925682,2913,Aaustralis,0.087,29.88977,-93.66682
24062,CRMS0683,2013,24.33056006,4.671664977,0.179946782,5.62,2.77,-0.35,38.63,7.1,1.07,6.755258817,1.157762358,0.251652933,3946,Aaustralis,0.006,29.88977,-93.66682
24082,CRMS0683,2014,23.84115345,4.646250639,-0.245521739,2.8,1.8,-0.708,39.11,7.61,0.492,7.372384758,1.261565136,0.261278165,3910,Aaustralis,0.004,29.88977,-93.66682
24104,CRMS0683,2015,24.54842667,1.666881822,0.005183673,1.76,0.6,-0.706,40.07,3.09,1.018,6.945353891,0.742148559,0.405884653,4214,Aaustralis,0.001,29.88977,-93.66682
24114,CRMS0683,2016,24.82948392,1.397178894,0.430832446,5.83,0.56,-0.697,38.32,2.89,1.933,5.967786032,0.644123276,0.563330617,4321,Aaustralis,0.006,29.88977,-93.66682
24270,CRMS0691,2011,25.32857434,2.779131025,-0.252681602,16.86,1.19,-0.98,32.93,4.2,0.49,3.406000261,0.756493577,0.450831589,1473,Aaustralis,0.00375,29.96235,-93.10432
